เลขทะเบียน,ชื่อเรื่อง,รหัสหนังสือ,ตู้เก็บ,หมายเหตุ,,ชื่อผู้แต่ง,ประเภท
001495,วัดชิโนรสารามวรวิหาร สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส ทรงสร้าง เมื่อ พ.ศ.2380 (พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว ทรงประทานนาม เมื่อ พ.ศ.2400),294.33,ชั้น 2,นางลิ้นจี่ วงษ์เทศ พิมพ์เป็นพุทธบูชา (ร้อยโทณัฐพล เปรมใจ),,ลิ้นจี่ วงษ์เทศ,
001496,"โครงการหนังสืออ้างอิงโบราณคดีไทย ""สืบสานตำนานบางกอก""",306.09593,ชั้น 2,สำนักพิมพ์มิติใหม่,,พลาดิศัย สิทธิธัญกิจ,
001497,"""ปาตานี"" .....ประวัติศาสตร์และการเมืองในโลกมาลายู.....",959.3,ชั้น 2,มูลนิธิวัฒนธรรมอิสลาม ภาคใต้,,อารีฟิน บินจิ และคณะ,
001498,พระพุทธรูป ที่ระเบียงรอบองค์พระปฐมเจดีย์ {Les Statues Du Buddha de la Galerie de Phra Pathom Chedi} Nakhon Pathom Thailand,294.3351,ชั้น 2,คณะโบราณคดี มหาวิทยาลัยศิลปากร,,ไขศรี ศรีอรุณ,
001499,อินเดีย เริ่มที่นี่ ทมิฬนาฑู {Tamil Nadu},954,ชั้น 2,สำนักพิมพ์เมืองโบราณ,,ศรันย์ ทองปาน / วิชญดา ทองแดง,
001500,ย่านเก่าในกรุงเทพฯ (เล่ม 2),959.311,ชั้น 2,สำนักพิมพ์เมืองโบราณ,,ปราณี กล่ำส้ม,
001501,ขุนนางสยาม (ประวัติศาสตร์ความเป็นมาและการจบสิ้นของระบอบขุนนางสยาม เมื่อก่อนการเปลี่ยนแปลงการปกครอง ในเดือนมิถุนายน พุทธศักราช 2475),923.2,ชั้น 2,สำนักพิมพ์มติชน,,ส.พลายน้อย,
001502,ประวัติศาสตร์ชาติไทย ,959.3,ชั้น 2,กรมศิลปากร จัดพิมพ์,,ธีระ แก้วประจันทร์ และคณะ,
001503,ตามรอยฝรั่ง เล่าความหลังเมืองพริบพรี (เพชรบุรี),959.377,ชั้น 2,กรมศิลปากร จัดพิมพ์,,นันทา วรเนติวงศ์ และคณะ,
001504,นี่ เสียมกุก {Syam Kuk},959.6,ชั้น 2,มูลนิธิโครงการตำราสังคมศาสตร์และมนุษยศาสตร์,,Banedict Anderson (แปลอังกฤษ) / กุลพัทธ์ มานิตยกุล (แปลไทย),
001505,จารึกรัก จันทรเกษม ความทรงจำและความประทับใจของนักเรียนโรงเรียนฝึกหัดครูมัธยม (พ.ศ.2483 - 2501),371.897,ชั้น 2,มหาวิทยาลัยราชภัฏจันทร์เกษม,,จันทร์เพ็ญ เจริญผลารักษ์,
001506,อารยะพะเยา ที่แหล่งเตาเวียงบัว (โบราณคดีชุมชน),930.1,ชั้น 2,สำนักพิมพ์สมาพันธ์ จำกัด,,ศจ.สายันต์ ไพรชาญจิตร์,
001507,ภาพงามของความหลัง,779,ชั้น 2,ญาติมิตร ศาสตราจารย์พิเศษธงทอง จันทรางศุ,,ศาสตราจารย์พิเศษธงทอง จันทรางศุ,
001508,บันทึกภาพประวัติศาสตร์ความทรงจำ ในการเยือนประเทศต่าง ๆ ตามคำเชิญอย่างเป็นทางการ ระหว่างดำรงตำแหน่งประธานรัฐสภา,779,ชั้น 2,สาธารณรัฐปรระชาชนจีน 2528,,ศจ.ดร.อุกฤษ มงคลนาวิน,
001509,มิวเซียมสยาม นำชมนิทรรศการ เรียงความประเทศไทย {Museum of Siam The Account of Thailand Souvenir Guide},741.9,ชั้น 2,สถาบันการเรียนรู้และสร้างสรรค์ พิพิธภัณฑ์การเรียนรู้,,,
001510,อยุธยา มาจากไหน? อยุธยา ราชอาณาจักรสยามแห่งแรก (สุโขทัยไม่แห่งแรก อยุธยาไม่แห่งสอง) คนไทยเก่าสุด มีครั้งแรกยุคอยุธยา,959.331,ชั้น 2,สำนักพิมพ์นาตาแฮก,,สุจิตต์ วงษ์เทศ,
001511,แผนที่ประวัติศาสตร์ (สยาม) ประเทศไทย,912.014,ชั้น 2,สำนักงานคณะกรรมการวัฒนธรรมแห่งชาติ (สวช.),,สุนันทา มิตรงาม,
001512,พระราชพิธีศุภมงคล ฉลองสิริราชสมบัติครบ 60 ปี,923.1,ชั้น 2,สำนักงานคณะกรรมการวัฒนธรรมแห่งชาติ (สวช.),,,
001513,หนังสือรวบรวมผลงานวิจัย - วิชาการ วัฒนธรรมการเกษตร ,630,ชั้น 2,คณะมนุษยศาสตร์ มหาวิทยาลัยเกษตรศาตร์,,ดร.รัตนพล ชื่นค้า,
001514,ตำราพระราชพิธีพรุณศาสตร์ ตำราปลูกผลไม้กับตำราปลูกข้าวของโบราณ เรื่องทำนา เรื่องทำสวน,390.22,ชั้น 2,คณะมนุษยศาสตร์ มหาวิทยาลัยเกษตรศาตร์,,ดร.รัตนพล ชื่นค้า,
001515,จิตรกรรมฝาผนัง สมัยอยุธยา {Mural Paintings of the Ayudhya Period},751.73,ชั้น 2,สถาบันไทยคดีศึกษา มหาวิทยาลัยธรรมศาสตร์,,สันติ เล็กสุขุม / กมล ฉายาวัฒนะ,
001516,ศิลปและโบราณคดีในประเทศไทย เล่ม 2 {Art and Archaeology in Thailand II},930.11,ชั้น 2,กรมศิลปากร จัดพิมพ์,,ดร.อุไรศรี วรศะริน,
001517,การพิจารณาปัญหา เรื่องเจดีย์โบราณที่อำเภอพนมทวน จังหวัดกาญจนบุรี ,913.593,ชั้น 2,กรมศิลปากร จัดพิมพ์,,นาวาเอก สมภพ ภิรมย์ ร.น.,
001518,พระพุทธรูปหินทรายสกุลช่างพะเยา,294.31218,ชั้น 2,มหาวิทยาลัยพะเยา จัดพิมพ์ (ในการพระราชทานเพลิงศพ) 24/2/2563,,ศจ.ดร.ศักดิ์ชาย สายสิงห์,
001519,ถลาง ภูเก็ต และชายฝั่งทะเลอันดามัน โบราณคดี ประวัติศาสตร์ ชาติพันธุ์และเศรษฐกกิจ,930.17,ชั้น 2,กรมศิลปากร จัดพิมพ์,,วิสันธนี โพธิสุนทร,
001520,บันทึกเจตนารมณ์ภาคประชาชน จัดตั้งสภาพัฒนาการเมือง,320.9593,ชั้น 2,คณะกรรมการเตรียมการจัดตั้งสภาพัฒนาการเมืองฯ,,น.พ.นิรันดร์ พิทักษ์วัชระ,
001521,วรรณกรรมท้องถิ่น : กรณีอีสาน - ล้านช้าง,808.84,ชั้น 2,มหาวิทยาลัยมหาสารคาม,,จารุวรรณ ธรรมวัตร,
001522,"ชุดวรรณกรรมปักษ์ใต้ อันดับ 12 ""พระยาฉัททันต์""",895.911,ชั้น 2,ศูนย์วัฒนธรรมภาคใต้ วิทยาลัยครูนครศรีธรรมราช,,ดิเรก พรตตะเสน,
001523,"ชุดวรรณกรรมปักษ์ใต้ อันดับ 11 ""พระยาชมพู""",895.911,ชั้น 2,ศูนย์วัฒนธรรมภาคใต้ วิทยาลัยครูนครศรีธรรมราช,,ดิเรก พรตตะเสน,
001524,"ผลการวิเคราะห์กลุ่มสังคมล่าสัตว์ : ชนกลุ่มน้อย เผ่า ""ผีตองเหลือง"" ในประเทศไทย",301.45195,ชั้น 2,กองพิพิธภัณฑสถานแห่งชาติ กรมศิลปากร จัดพิมพ์,,รองศาสตราจารย์สุรินทร์ ภู่ขจร และคณะ,
001525,100 ปี จากบุคคลัภย์สู่ไทยพาณิชย์,332.024,ชั้น 2,ธนาคารไทยพาณิชย์ จัดพิมพ์,,นวพร เรืองสกุล,
001526,เมืองเทิง : เวียงสูง ภูสวย สามสายน้ำ,959.35,ชั้น 2,สภาวัฒนธรรมอำเภอเทิง จังหวัดเชียงราย จัดพิมพ์,,สืบศักดิ์ พรมแย้ม,
001527,ประวัติและวิวัฒนาการการแพทย์แผนไทย {The History and Development of Thai Traditional Medicine},615.8,ชั้น 2,สถาบันการแพทย์แผนไทย กรมการแพทย์ กระทรวงสาธารณสุข,,พญ.เพ็ญนภา ทรัพย์เจริญ,
001528,อุทยานประวัติศาสตร์พระนครคีรี {Phra Nakhn Khiri Historical Park},363.69,ชั้น 2,กรมศิลปากร จัดพิมพ์,,ศรินพร อุ่นตระกูล และคณะ,
001529,ทฤษฎีและแนวปฎิบัติ การอนุรักษ์อนุสรณ์สถาน และแหล่งโบราณคดี,930.1,ชั้น 2,กรมศิลปากร จัดพิมพ์,,นิคม มุสิกะคามะ และคณะ,
001530,โกษาปาน ราชทูตผู้กู้แผ่นดิน {Kosa Pani},923.2,ชั้น 2,สถาบันการเรียนรู้และสร้างสรรค์ พิพิธภัณฑ์การเรียนรู้,,ภูธร ภูมะธน,
001531,มรดกบ้านเชียง {The Legacy of Ban Chiang},959.3,ชั้น 2,กรมศิลปากร จัดพิมพ์,,พิสิฐ เจริญวงศ์,
001532,การอนุรักษ์จิตรกรรมฝาผนัง,751.735,ชั้น 2,กรมศิลปากร จัดพิมพ์,,วรรณิภา ณ สงขลา,
001533,หนังสือนำชมอุทยานประวัติศาสตร์เมืองสิงห์ {Guidebook to Muang Sing Historical Park},363.69,ชั้น 2,สำนักโบราณคดีและพิพิธภัณฑ์สถานแห่งชาติ กรมศิลปากร,,พีรพน พิสณุพงศ์,
001534,คำถาม - คำตอบ เรื่องศิลปะไทย,700,ชั้น 2,บริษัท สำนักพิมพ์ดวงกมล จำกัด,,น.ณ ปากน้ำ,
001535,ชุดหลักฐานประวัติศาสตร์ไทย ในต่างประเทศ (อันดับที่ 3) เรื่อง ประวัติศาสตร์มลายูและปัตตานี,959.3,ชั้น 2,"เฉลิมนิจ, 1-2 เอราวัณอาเคด,กรุงเทพมหานาคร",,ม.ล.มานิจ ชุมสาย,
001536,เมืองประเทศราชของสยาม ในสมัยรัตนโกสินทร์,959.305,ชั้น 2,กรมศิลปากร จัดพิมพ์,,นันทนา ตันติเวสส (แปล),
001537,ศึกษาเมืองแพร่ (หนังสือชุดความรู้เกี่ยวกับเมืองแพร่),959.357,ชั้น 2,กลุ่มลูกหลานเมืองแพร่,,กลุ่มลูกหลานเมืองแพร่,
001538,วาระสุดท้ายและสิ่งที่เป็นอมตะ ของสมเด็จพระนเรศวรมหาราช อยู่ที่ไหน?,959.335,ชั้น 2,บริษัท สหธรรมิก จำกัด,,พระอาจารย์ ดร.สิงห์ทน นราสโก,
001539,พระอาจารย์สิงห์ทน นราสโก คือใคร เพราะเหตุไร จึงมีความผูกพันกับสมเด็จพระนเรศวรมหาราช,959.335,ชั้น 2,บริษัท สหธรรมิก จำกัด,,พระอาจารย์ ดร.สิงห์ทน นราสโก,
001540,"ที่ระลึกในการเสด็จพระราชดำเนินพระราชทานเพลิงศพ พลตรี หม่อมราชวงศ์ศุภวัฒน์ เกษมศรี ป.ช.,ป.ม. วัดเทพศิรินทราวาส 3/11/59",,ชั้น 2,งานพระราชทานเพลิงศพ,,หม่อมหลวงภัคภรจันทร์ เกษมศรี,
001541,"อนุสรณ์ในงานพระราชทานเพลิงศพ นายเอนก สิทธิประศาสน์ ม.ป.ช.,ว.ม.ว.,ภ.ป.ร.3  วัดธาตุทอง 24/12//60 (สุภาพบุรุษนักปกครอง)",,ชั้น 2,งานพระราชทานเพลิงศพ,,มนู สิทธิประศาสน์ และครอบครัว,
001542,อนุสรณ์ในงานพระราชทานเพลิงศพ พระชาติตระการ (ม.ร.ว. จิตร คเนจร) วัดเทพศิรินทราวาส 21/12/2511,,ชั้น 2,งานพระราชทานเพลิงศพ,,ม.ล.เครือจิตร เหมินทร์ ,
001543,อนุสรณ์เนื่องในงานบำเพ็ญกุศลครบรอบสตมวาร (100 วัน) พระครูพัฒนกิจจานุรักษ์ (หลวงปู่ครูบาชัยยะวงศาพัฒนา) วัดพระพุทธบาทห้วยต้ม จ.ลำพูน 27/8/43,,ชั้น 2,งานพระราชทานเพลิงศพ,,คณะลูกหลานปู่ครูบาฯ,
001544,"อนุสรณ์ในงานพระราชทานเพลิงศพ ศาสตราจารย์ระพี สาคริก ม.ว.ม.,ป.ช. วัดพระศรีมหาธาตุวรมหาวิหาร 25/5/61 (3 เล่ม)",,ชั้น 2,งานพระราชทานเพลิงศพ,,กัลยา สาคริก,
001545,งานพระราชทานเพลิงศพ นางผกาวดี เทพหัสดิน ณ อยุธยา (อุตตโมทย์) เป็นกรณีพิเศษ 28/3/2479,,ชั้น 2,งานพระราชทานเพลิงศพ,,ส.ว. เทพหัสดิน (เจ้าพระยาธรรมศักดิ์มนตรี),
001546,ที่รฤกในการเสด็จพระราชดำเนินพระราชทานเพลิงศพ นางสุคนธ์ จันทรางศุ วัดมกุฏกษัตริยาราม 30/11/54,,ชั้น 2,งานพระราชทานเพลิงศพ,,ศาสตราจารย์พิเศษธงทอง จันทรางศุ,
001547,อนุสรณ์ในงานฌาปนกิจศพ อาจารย์ไขแสง บุนปาน โลจนานนท์ วัดนางนองวรวิหาร 15/7/60 (2 เล่ม),,ชั้น 2,งานพระราชทานเพลิงศพ,,ประถม โลจนานนท์,
001548,ยุพานุสรณ์ : ผู้เกิดในตระกูลอันเป็นไปเพื่อประโยชน์ ที่ระลึกในการทำบุญบำเพ็ญกุศลแด่ ยุพา บวรรัตนารักษ์ 14/4/2472 ครบรอบ 100 วัน (2 เล่ม),,ชั้น 2,งานพระราชทานเพลิงศพ,,บัญชา พงษ์พานิช,
001549,เพื่อรอยยิ้ม เมื่อสิ้นลม งานประชุมเพลิง สมถวิล ลือชาพัฒนพร วัดพุทธบูชา 18/7/57,,ชั้น 2,งานพระราชทานเพลิงศพ,,พจนา จันทรสันติ,
001550,"รำลึก 100 ปี ชาตกาล กุหลาบ สายประดิษฐ์ ""ศรีบูรพา""",,ชั้น 2,งานพระราชทานเพลิงศพ,,สถาพร ศรีสัจจัง,
001551,รัตนานุสรณ์ : เรื่องเล่าของแม่ ลูกสาวขุนบวรฯ ที่เมืองนคร (2 เล่ม),,ชั้น 2,งานพระราชทานเพลิงศพ,,รัตนา พงษ์พานิช,
001552,หลังบ้าน : สำเหร่ บางลำภูล่าง คลองบางไส้ไก่ และวัดสุทธาราม งานพระราชทานเพลิงศพ นาวาเอกไหว ชูวิเชียร วัดสุทธาราม 18/12/64,,ชั้น 2,งานพระราชทานเพลิงศพ,,ครอบครัวชูวิเชียร,
001553,อำลา อาลัย นายชวลิต อังวิทยาธร วัดชะเมา จังหวัดนครศรีธรรมราช 21/2/53,,ชั้น 2,งานพระราชทานเพลิงศพ,,ยุรีย์ อังวิทยาธร,
001554,อินเดียสมัยพุทธกาล และ ภาษาสันสกฤตกับภาษาบาลี (อุทิศแด่ชาวศรีลังกาผู้ก่อตั้งสมาคมมหาโพธิ เพื่อฟื้นฟูพระพุทธศาสนาในประเทศอินเดีย *อนาคาริก ธัมมปาละ 2476*,,ชั้น 2,มหาจุฬาบรรณาคาร  มหาจุฬาลงกรณราชวิทยาลัย ในพระบรมราชูปถัมภ์ 2532,,กรุณา - เรืองอุไร กุศลาสัย,
001555,อนุสรณ์งานฌาปนกิจศพ คุณพ่ออำมร พงศ์จันทรเสถียร เมรุวัดแจ้ง จังหวัดพัทลุง 9/11/41,,ชั้น 2,งานฌาปนกิจศพ,,พระเทพญาณโมลี (เจ้าคณะจังหวัดพัทลุง),
001556,เขาศรีวิชัย - พุนพิน ที่ระลึกวันฌาปนกิจ คุณพ่อคล้อง เหมือนมณี วัดเขาศรีวิชัย จังหวัดสุราษฎร์ธานี 28/10/36,,ชั้น 2,งานฌาปนกิจศพ,,เดโช บุญชูช่วย,
001557,เรื่องเกี่ยวกับพระนครศรีอยุธยา อนุสรณ์งานฌาปนกิจศพ นางสุวรรณ เตชะคุปต์ วัดมกุฎกษัตริยาราม 18/2/2514,,ชั้น 2,งานฌาปนกิจศพ,,พระยาโบราณราชธานินทร์ (พร เตชะคุปต์),
001558,นิบาตชาดก เล่ม 20 มโหสธชาดก อนุสรณ์งานฌาปนกิศพ นายผัน แม้นสุวรรณ วัดประยูรวงศาวาส 2/8/2512,,ชั้น 2,งานฌาปนกิจศพ,,ยิ้ม แม้นสุวรรณ และลูก ๆ,
001559,ตำนานวัตถุสถานต่าง ๆ พระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว ทรงสถาปนา อนุสรณ์งานพระราชทานเพลิงศพ หม่อมหลวงรุจิ ศรีวรรณวัทฒิ์ วัดอรุณราชวราราม 16/12/2512,,ชั้น 2,งานพระราชทานเพลิงศพ,,บรรเจิด อินทุจันทร์ยง,
001560,เที่ยวตามทางรถไฟ พระนิพนธ์ สมเด็จกรมพระยาดำรงราชานุภาพ งานพระราชทานเพลิงศพ นายสำรวจ พันธุ์พิริยะ วัดมกุฎกษัตริยาราม 3/2/2497,,ชั้น 2,งานพระราชทานเพลิงศพ,,บุตร - หลาน ตระกูลพันธุ์พิริยะ,
001561,งานพระราชทานเพลิงศพ ศาสตราจารย์พิเศษขจร สุขพานิช,,ชั้น 2,งานพระราชทานเพลิงศพ,,ลัดดา สุขพานิช และครอบครัว,
001562,พระธรรมเทศนา พระราชพงษาวดารสังเขป พระนิพนธ์ สมเด็จพระมหาสมณเจ้า กรมพระปรมานุชิตชิโนรส อนุสรณ์งานฌาปนกิจศพ นายชิน ไชยกิจ วัดมกุฎกษัตริยาราม 30/5/2515,,ชั้น 2,งานฌาปนกิจศพ,,ประโมทย์ ไชยกิจ,
001563,เรื่องเมืองไตรตรึงส์ อู่ทอง และอโยธยา และเมืองอู่ทอง อนุสรณ์งานพระราชทานเพลิงศพ ขุนวิศาลเวชกิจ (วัฒน์ วิศาลเวชกิจ) วัดปิตุลาราชรังสฤษฎิ์ จังหวัดฉะเชิงเทรา 3/4/2512,,ชั้น 2,งานพระราชทานเพลิงศพ,,กัลยาณี วิศาลเวชกิจ,
001564,ลักษณะการปกครองประเทศสยามแต่โบราณ สร้างตลาดสำหรับเมือง สร้างเมือง พระนิพนธ์ สมเด็จพระเจ้าบรมวงศ์เธอ กรมพระยาดำรงราชานุภาพ (พระมหากวี กิตฺติสาโร),,ชั้น 2,งานพระราชทานเพลิงศพ,,ธัญญะ บุปผเวส,
001565,ตำนานพระพุทธบาท อธิบายเรื่องพระบาท นิราศพระบาท และ ลิลิตทศพร อนุสรณ์งานฌาปนกิจศพ นางมา พวงร้อย วาสนะสมสิทธิ์ สุสานหลวงวัดเทพศิรินทราวาส 8/4/2533,,ชั้น 2,งานฌาปนกิจศพ,,พลตำรวจโทจำเนียร วาสนะสมสิทธิ์ และ ภริยา,
001566,ระยะทางเสด็จประพาส ลำแม่น้ำน้อย และแม่น้ำใหญ่ มณฑลกรุงเก่า และ มณฑลนครสวรรค์ อนุสรณ์งานฌาปนกิจศพ นางพูน อารยะกุล วัดเทพศิรินทราวาส 18/3/2504,,ชั้น 2,งานฌาปนกิจศพ,,พระยาโบราณราชธานินทร์ (พร เตชะคุปต์),
001567,เที่ยวตามทางรถไฟ พระนิพนธ์ สมเด็จกรมพระยาดำรงราชานุภาพ และรวมเรื่องเมืองนครราชสีมา งานพระราชทานเพลิงศพอำมาตย์ตรี พระพลราษฎร์บำรุง (แสง อุเทนสุต) 21/4/2505,,ชั้น 2,งานพระราชทานเพลิงศพ,,ประสิทธิ์ อุเทนสุต,
001568,เรื่องเมืองนครศรีธรรมราช อนุสรณ์งานฌาปนกิจศพ นางตลับ จันทราทิพย์ ณ ฌาปนสถานกองทัพบก วัดโสมนัสวิหาร 19/12/2530,,ชั้น 2,งานฌาปนกิจศพ,,ร้อยตำรวจเอกเธียร จันทราทิพย์ และบุตร - ธิดา,
001569,นิบาตชาดก เล่ม 23 พระราชกุศล วันเสด็จสวรรคต (สมเด็จพระปิยมหาราช พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว) 23/10/2475,,ชั้น 2,พระราชกุศลเสด็จสวรรคต รัชกาลที่ 5,,ราชบัณฑิตสภาฯ,
001570,ประชุมพงศาวดาร ภาคที่ 72 ตำนานเมืองสุวรรณโคมคำ อนุสรณ์งานพระราชทานเพลิงศพ นายเฉลิม ปริญญาจารย์ ณ ฌาปนสถานกองทัพบก วัดโสมนัสวิหาร 4/10/2515,,ชั้น 2,งานพระราชทานเพลิงศพ,,สมพร ปริญญาจารย์,
001571,พุทธาสาสนคติ และ รวมเรื่องเมืองกาญจนบุรี อนุสรณ์งานพระราชทานเพลิงศพ พระเทพมงคลรังษี (ดี พุทฺธโชติเถร) วัดเทวสังฆาราม จังหวัดกาญจนบุรี 7/4/2511,,ชั้น 2,งานพระราชทานเพลิงศพ,,บรรเจิด อินทุจันทร์ยง,
001572,ตำนานพระพุทธเจดีย์ พระนิพนธ์ สมเด็จพระเจ้าบรมวงศ์เธอ กรมพระยาดำรงราชานุภาพ  งานพระราชทานเพลิงศพ สมเด็จพระสังฆราชเจ้า กรมหลวงวชิรญาณวงศ์ 26/4/2503,,ชั้น 2,งานพระราชทานเพลิงศพ,,หม่อมเจ้า สุภัทรดิศ ดิศกุล,
001573,"หนังสือเรื่อง ""กระษาปณ์ไทย""",,ชั้น 2,เสถียร โกเศศ (ราชบัณฑิตยสถาน) ,,เฉลิม ยงบุญเกิด,
001574,ที่ระลึกในงานกฐินพระราชทาน (วัดพระนอนจักรสีห์วรวิหาร จังหวัดสิงห์บุรี) 31/10/2513,,ชั้น 2,กฐินพระราชทาน,,กรมอาชีวศึกษา กระทรวงศึกษาธิการ,
001575,พระราชหัตถเลขา คราวเสด็จมณฑลฝ่ายเหนือ ในรัชกาลที่ 5 นับในหนังสือเรื่องเที่ยวที่ต่าง ๆ เป็นภาคที่ 5 (เจ้าจอมมารดาโหมด ป.จ. รัชกาลที่ 5),,ชั้น 2,งานฉลองครบอายุ (2465),,หอพระสมุดวชิรญาณ,
001576,ประชุมพงศาวดาร ภาคที่ 38 เรื่องจดหมายเหตุของคณะบาดหลวงฝรั่งเศส เข้ามาตั้งครั้งกรุงศรีอยุธยา ตอนแผ่นดินพระเจ้าบรมโกษฐ ภาคที่ 5 ,,ชั้น 2,ในงานปลงศพ คุณหญิงทรงสุรเดช (ปริก บุนนาค) 2469,,หม่อมเจ้าธำรงศิริ,
001577,ประชุมพงศาวดาร ภาคที่ 70 เรื่อง เมืองนครจำปาศักดิ์ งานพระราชทานเพลิงศพ หม่อมเจ้าหญิงคอยท่า ปราโมช วัดเทพศิรินทราวาส 26/3/2524,,ชั้น 2,งานพระราชทานเพลิงศพ,,พ.ต.อ. พระพินิจชนคดี / ม.ร.ว. บุญรับ พินิจชนคดี,
001578,ประวัติวัดชัยพฤกษมาลา/ วัดราชโอรส/ วัดเฉลิมพระเกียรติ งานพระราชทานเพลิงศพ หม่อมห่วง ลดาวัลย์ ณ อยุธยา ต.จ. วัดเทพศิรินทราวาส 9/3/2536,,ชั้น 2,งานพระราชทานเพลิงศพ,,หม่อมราชวงศ์สลับ ลดาวัลย์ / บุตร - ธิดา,ป
001579,ตำนานวัดบวรนิเวศวิหาร สมเด็จพระมหาสมณเจ้า กรมพระยาวชิรญาณวโรรส ทรงนิพนธ์ (โดยพระบรมราชโองการ งานถวายพระเพลิงพระศพสมเด็จพระมหาสมณเจ้า) 2465,,ชั้น 2,งานถวายพระเพลิงพระศพ ที่พระเมรุท้องสนามหลวง (เมษายน 2465),,กรมพระยาดำรงราชานุภาพ,
001580,พระราชพงศาวดารกรุงศรีอยุธยา ฉบับพระจักรพรรดิพงศ์ (จาด) อนุสรณ์งานพระราชทานเพลิงศพ พลโท พระยากลาโหมราชเสนา (เล็ก ปาณิกบุตร) สุสานหลวงวัดเทพศิรินทราวาส 2502,,ชั้น 2,งานพระราชทานเพลิงศพ,,หลวงศิริเดชธรรม (ผู้แทนเจ้าภาพ),
001581,เที่ยวเมืองพระร่วง พระราชนิพนธ์ พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว เจ้าฟ้าเพชรรัตนราชสุดาฯ เสด็จพระกุศลทรงบำเพ็ญวันคล้ายวันสวรรคต ร.6 พระอุโบสถวัดบวรนิเวศวิหาร 2519,,ชั้น 2,วันคล้ายวันสวรรคต พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว ร.6,,มูลนิธิมหามกุฏราชวิทยาลัย ในพระบรมราชูปถัมภ์,
001582,เรื่องเที่ยวเมืองพระร่วง พระบาทสมเด็จพระมงกุฏเกล้าเจ้าอยู่หัว ทรงพระราชนิพนธ์ งานพระราชทานเพลิงศพ นายกำธร เทพหัสดิน ณ อยุธยา วัดมกุฎกษัตริยาราม 17/10/2496,,ชั้น 2,งานพระราชทานเพลิงศพ,,สวัสดิ์ โสตถิทัต และภรรยา (ผู้แทนเจ้าภาพ),
001583,ประชุมพงศาวดาร ภาคที่ 77 ประวัติศาสตร์ยูนนาน และ ทางไมตรีกับจีน อนุสรณ์งานพระราชทานเพลิงศพ รองอำมาตย์โท ขุนเจริญประศาสน์ (สาย วงศ์สายัณห์) วัดโสมนัสวิหาร 2507,,ชั้น 2,งานพระราชทานเพลิงศพ,,จรูญ วงศ์สายัณห์,
001584,"ศิลปและโบราณคดีในประเทศไทย  {Art and Archaeology in Thailand} ""แคว้นหริภุญชัย"" 19/10/2517 (2เล่ม)",,ชั้น 2,กรมศิลปากรจัดพิมพ์ งานฉลองครบรอบ 100 ปี พิพิธภัณฑสถานแห่งชาติ,,ศรีศักร วัลลิโภดม,
001585,เรื่องจิตรกรรมไทยสมัยสุโขทัยและอยุธยา {Old Mural Pianting of Sukhothai and Ayudhya} *นิตยสารกรมศิลปากร ปีที่ 2 เล่ม 5 มกราคม พ.ศ. 2502*,,ชั้น 2,2/5/2502 นิตยสารกรมศิลปากร,,กรมศิลปากร,
001586,ปาฐกถา ของผู้แทนราษฎร เรื่อง สภาพของจังหวัดต่าง ๆ ,,ชั้น 2,ส. 4 ปาฐกถา,,ผู้แทนราษฎร (จังหวัดต่าง ๆ),
001587,หนังสือ {Court} ข่าวราชการ (สมเด็จพระเจ้าบรมวงศ์เธอ เจ้าฟ้าภาณุรังษีสว่างวงศ์  กรมพระยาภาณุพันธุวงศ์วรเดช) โปรดฯ ให้พิมพ์ในงานฉลองพระชัณษา ปีกุญ พ.ศ. 2466 เล่ม 2,,ชั้น 2,ข่าวราชการ 2466,,เทวัญอุไทยวงศ์,
001588,จดหมายเหตุรายวัน พระบาทสมเด็จพระเจ้าอยู่หัว เสด็จประพาสชะวา พ.ศ. 2472 โปรดเกล้าฯ ให้พิมพ์พระราชทานในวันขึ้นปีใหม่ พ.ศ. 2471,,ชั้น 2,วันขึ้นปีใหม่ 2471,,หม่อมเจ้าดำรัสดำรงค์ เทวกุล,
001589,คำบรรยาย สัมนาโบราณคดีสมัยสุโขทัย พ.ศ. 2503 กรมศิลปากรจัดพิมพ์ เนื่องในงานเสด็จพระราชดำเนินทรงเปิด พิพิธภัณฑสถานแห่งชาติ รามคำแหง จังหวัดสุโขทัย 25/1/2527,,ชั้น 2,กรมศิลปากร จัดพิมพ์,,กรมศิลปากร,
001590,พระราชนิพนธ์ ในพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว สมเด็จพระเจ้าอยู่หัวรัชกาลที่ 7 ให้ตีพิมพ์งานพระราชทานเพลิงศพ พระเจ้าบรมวงศ์เธอ พระองค์เจ้า อรพินทุ์เพญภาคย์ 2479,,ชั้น 2,งานพระราชทานเพลิงศพ,,หม่อมเจ้าอุปลีสาณ ชุมพล (ผู้แทนเจ้าภาพ),
